zip_code,county,population,number_of_clinics,avg_distance_to_clinic_km,healthcare_desert_flag
75789,Tarrant,13,4,20.73,No
75789,Travis,13,1,6.97,No
75790,Collin,8,7,2.62,No
75790,Dallas,5,1,4.26,No
75790,Denton,12,7,17.51,No
75790,Harris,5,0,4.06,No
75790,Tarrant,9,9,23.71,No
75790,Travis,8,0,11.67,No
75791,Collin,2,3,4.36,No
75791,Dallas,9,3,5.46,No
75791,Denton,7,4,16.09,No
75791,Harris,14,1,16.92,Yes
75791,Tarrant,14,0,1.06,No
75791,Travis,10,5,11.58,No
75792,Collin,10,3,8.41,No
75792,Dallas,6,6,22.22,No
75792,Denton,8,6,12.21,No
75792,Harris,5,2,20.45,No
75792,Tarrant,3,9,17.9,No
75792,Travis,12,3,22.71,No
75793,Collin,7,0,1.59,No
75793,Dallas,5,1,17.1,Yes
75793,Denton,9,7,19.64,No
75793,Harris,10,5,20.31,No
75793,Tarrant,9,2,15.64,No
75793,Travis,13,7,13.6,No
75794,Collin,4,4,9.76,No
75794,Dallas,13,1,15.78,Yes
75794,Denton,8,4,22.63,No
75794,Harris,10,6,20.61,No
75794,Tarrant,10,3,6.66,No
75794,Travis,6,2,6.69,No
75795,Collin,10,9,6.96,No
75795,Dallas,16,6,9.42,No
75795,Denton,4,1,19.68,Yes
75795,Harris,7,4,6.32,No
75795,Tarrant,7,1,18.71,Yes
75795,Travis,8,5,8.35,No
75796,Collin,12,7,15.74,No
75796,Dallas,10,8,8.25,No
75796,Denton,6,1,22.0,Yes
75796,Harris,9,9,19.71,No
75796,Tarrant,5,9,9.26,No
75796,Travis,6,5,14.61,No
75797,Collin,5,6,1.79,No
75797,Dallas,13,4,14.45,No
75797,Denton,7,7,19.67,No
75797,Harris,2,9,6.89,No
75797,Tarrant,8,3,11.95,No
75797,Travis,10,2,10.49,No
75798,Collin,4,3,16.28,No
75798,Dallas,6,5,12.48,No
75798,Denton,12,9,17.87,No
75798,Harris,7,8,22.5,No
75798,Tarrant,6,4,16.5,No
75798,Travis,9,3,20.07,No
75799,Collin,5,8,2.5,No
75799,Dallas,7,9,14.01,No
75799,Denton,14,8,3.94,No
75799,Harris,11,9,1.66,No
75799,Tarrant,8,9,1.9,No
75799,Travis,10,1,14.42,No
75800,Collin,7,5,6.66,No
75800,Dallas,10,5,15.06,No
75800,Denton,8,2,11.32,No
75800,Harris,7,5,13.2,No
75800,Tarrant,6,7,21.95,No
75800,Travis,8,4,20.7,No
75801,Collin,13,8,11.45,No
75801,Dallas,11,8,17.32,No
75801,Denton,6,9,19.54,No
75801,Harris,9,1,5.09,No
75801,Tarrant,12,8,7.13,No
75801,Travis,8,3,19.44,No
75802,Collin,11,7,23.89,No
75802,Dallas,9,5,13.59,No
75802,Denton,14,9,4.77,No
75802,Harris,7,8,17.55,No
75802,Tarrant,9,1,12.17,No
75802,Travis,13,1,24.01,Yes
75803,Collin,8,8,10.57,No
75803,Dallas,10,3,22.06,No
75803,Denton,7,7,24.2,No
75803,Harris,6,9,4.75,No
75803,Tarrant,9,8,24.09,No
75803,Travis,8,1,11.98,No
75804,Collin,12,6,2.06,No
75804,Dallas,3,9,21.71,No
75804,Denton,17,6,7.64,No
75804,Harris,12,6,6.13,No
75804,Tarrant,17,7,22.2,No
75804,Travis,3,7,16.21,No
75805,Collin,8,0,10.46,No
75805,Dallas,6,3,2.58,No
75805,Denton,10,1,8.01,No
75805,Harris,3,9,18.32,No
75805,Tarrant,11,9,5.69,No
75805,Travis,7,2,20.39,No
75806,Collin,7,7,15.73,No
75806,Dallas,10,3,19.21,No
75806,Denton,6,5,6.92,No
75806,Harris,9,5,2.46,No
75806,Tarrant,6,5,23.67,No
75806,Travis,7,4,13.72,No
75807,Collin,9,5,9.73,No
75807,Dallas,7,5,10.17,No
75807,Denton,2,4,22.96,No
75807,Harris,12,0,17.06,Yes
75807,Tarrant,5,2,7.29,No
75807,Travis,7,8,7.23,No
75808,Collin,6,1,8.16,No
75808,Dallas,5,4,17.81,No
75808,Denton,5,2,6.67,No
75808,Harris,3,5,15.74,No
75808,Tarrant,6,2,7.98,No
75808,Travis,3,3,1.8,No
75809,Collin,9,0,22.75,Yes
75809,Dallas,10,2,21.21,No
75809,Denton,6,4,15.87,No
75809,Harris,3,8,12.69,No
75809,Tarrant,11,7,2.77,No
75809,Travis,13,9,14.25,No
75810,Collin,4,9,5.56,No
75810,Dallas,9,3,13.09,No
75810,Denton,4,3,8.81,No
75810,Harris,7,3,18.01,No
75810,Tarrant,3,0,23.04,Yes
75810,Travis,1,0,11.45,No
75811,Collin,5,0,3.45,No
75811,Dallas,10,0,24.7,Yes
75811,Denton,9,8,19.39,No
75811,Harris,8,2,15.56,No
75811,Tarrant,4,8,6.33,No
75811,Travis,7,2,5.22,No
75812,Collin,11,0,7.41,No
75812,Dallas,13,2,12.98,No
75812,Denton,10,5,12.76,No
75812,Harris,8,9,22.68,No
75812,Tarrant,6,5,24.59,No
75812,Travis,6,0,10.32,No
75813,Collin,6,0,17.43,Yes
75813,Dallas,3,8,19.96,No
75813,Denton,11,5,7.86,No
75813,Harris,8,7,24.07,No
75813,Tarrant,9,9,12.3,No
75813,Travis,5,0,20.3,Yes
75814,Collin,8,1,1.34,No
75814,Dallas,8,1,8.51,No
75814,Denton,11,7,23.95,No
75814,Harris,6,7,5.64,No
75814,Tarrant,11,4,11.53,No
75814,Travis,10,4,5.65,No
75815,Collin,9,1,17.13,Yes
75815,Dallas,9,9,18.89,No
75815,Denton,4,8,21.77,No
75815,Harris,7,3,14.93,No
75815,Tarrant,8,9,22.8,No
75815,Travis,6,9,22.16,No
75816,Collin,6,0,17.25,Yes
75816,Dallas,5,6,5.13,No
75816,Denton,4,1,13.03,No
75816,Harris,13,5,16.14,No
75816,Tarrant,6,8,9.98,No
75816,Travis,10,1,18.03,Yes
75817,Collin,5,0,18.9,Yes
75817,Dallas,13,9,14.63,No
75817,Denton,6,6,11.2,No
75817,Harris,10,7,19.53,No
75817,Tarrant,9,6,11.22,No
75817,Travis,5,9,2.48,No
75818,Collin,7,5,10.1,No
75818,Dallas,11,7,9.26,No
75818,Denton,9,0,14.12,No
75818,Harris,9,0,12.67,No
75818,Tarrant,10,3,11.01,No
75818,Travis,8,6,2.62,No
75819,Collin,8,9,1.71,No
75819,Dallas,6,9,22.31,No
75819,Denton,9,7,11.98,No
75819,Harris,17,4,22.4,No
75819,Tarrant,12,0,10.08,No
75819,Travis,8,3,18.68,No
75820,Collin,10,8,6.42,No
75820,Dallas,4,0,23.78,Yes
75820,Denton,6,0,18.42,Yes
75820,Harris,12,8,21.92,No
75820,Tarrant,8,8,7.94,No
75820,Travis,7,0,20.08,Yes
75821,Collin,12,7,8.01,No
75821,Dallas,9,1,24.72,Yes
75821,Denton,6,2,3.04,No
75821,Harris,9,3,5.06,No
75821,Tarrant,11,3,7.44,No
75821,Travis,9,1,20.24,Yes
75822,Collin,8,9,15.56,No
75822,Dallas,8,6,2.44,No
75822,Denton,9,7,12.6,No
75822,Harris,5,8,2.57,No
75822,Tarrant,9,3,18.0,No
75822,Travis,6,2,16.47,No
75823,Collin,7,9,11.9,No
75823,Dallas,7,3,3.25,No
75823,Denton,8,9,21.65,No
75823,Harris,7,9,1.05,No
75823,Tarrant,5,4,11.48,No
75823,Travis,6,0,22.02,Yes
75824,Collin,7,1,2.75,No
75824,Dallas,10,9,11.42,No
75824,Denton,4,3,9.48,No
75824,Harris,8,1,23.35,Yes
75824,Tarrant,11,3,9.89,No
75824,Travis,6,6,8.1,No
75825,Collin,6,1,17.14,Yes
75825,Dallas,7,2,18.26,No
75825,Denton,7,2,19.49,No
75825,Harris,10,3,7.22,No
75825,Tarrant,8,7,17.4,No
75825,Travis,14,8,11.44,No
75826,Collin,2,5,17.77,No
75826,Dallas,13,4,16.31,No
75826,Denton,7,4,16.14,No
75826,Harris,8,8,6.79,No
75826,Tarrant,9,8,11.19,No
75826,Travis,9,1,2.61,No
75827,Collin,7,7,1.56,No
75827,Dallas,8,5,2.51,No
75827,Denton,10,1,1.97,No
75827,Harris,9,0,7.8,No
75827,Tarrant,15,5,16.53,No
75827,Travis,10,4,20.18,No
75828,Collin,9,0,9.91,No
75828,Dallas,9,8,8.07,No
75828,Denton,10,3,17.16,No
75828,Harris,8,2,22.12,No
75828,Tarrant,5,6,1.06,No
75828,Travis,8,6,7.02,No
75829,Collin,7,1,12.47,No
75829,Dallas,5,5,13.89,No
75829,Denton,8,3,19.64,No
75829,Harris,9,0,14.63,No
75829,Tarrant,7,1,1.95,No
75829,Travis,9,5,1.53,No
75830,Collin,7,7,4.19,No
75830,Dallas,11,2,13.11,No
75830,Denton,17,9,7.28,No
75830,Harris,9,0,16.05,Yes
75830,Tarrant,9,2,19.94,No
75830,Travis,10,8,21.29,No
75831,Collin,5,4,23.27,No
75831,Dallas,8,5,8.57,No
75831,Denton,2,9,7.68,No
75831,Harris,5,8,15.94,No
75831,Tarrant,7,0,6.41,No
75831,Travis,8,0,3.69,No
75832,Collin,4,7,4.18,No
75832,Dallas,7,1,11.24,No
75832,Denton,8,4,1.31,No
75832,Harris,12,0,12.58,No
75832,Tarrant,8,8,17.17,No
75832,Travis,11,4,7.0,No
75833,Collin,4,4,15.15,No
75833,Dallas,7,3,20.6,No
75833,Denton,14,5,14.22,No
75833,Harris,14,1,2.99,No
75833,Tarrant,7,9,19.93,No
75833,Travis,12,2,5.54,No
75834,Collin,10,4,9.71,No
75834,Dallas,10,5,14.22,No
75834,Denton,11,1,14.15,No
75834,Harris,7,7,13.64,No
75834,Tarrant,12,8,20.14,No
75834,Travis,6,0,7.92,No
75835,Collin,10,8,19.8,No
75835,Dallas,6,3,23.91,No
75835,Denton,3,4,14.82,No
75835,Harris,11,0,19.7,Yes
75835,Tarrant,4,8,2.87,No
75835,Travis,14,7,10.57,No
75836,Collin,5,7,22.78,No
75836,Dallas,11,6,5.24,No
75836,Denton,9,2,19.38,No
75836,Harris,5,2,20.92,No
75836,Tarrant,12,2,24.13,No
75836,Travis,4,8,5.9,No
75837,Collin,18,6,13.44,No
75837,Dallas,11,3,22.24,No
75837,Denton,7,5,22.05,No
75837,Harris,8,7,5.67,No
75837,Tarrant,8,9,15.81,No
75837,Travis,9,2,22.59,No
75838,Collin,7,5,6.37,No
75838,Dallas,8,3,9.05,No
75838,Denton,5,2,2.23,No
75838,Harris,14,4,21.72,No
75838,Tarrant,10,6,4.6,No
75838,Travis,9,2,11.34,No
75839,Collin,9,1,1.6,No
75839,Dallas,6,9,6.8,No
75839,Denton,4,7,19.6,No
75839,Harris,16,4,3.66,No
75839,Tarrant,5,8,20.78,No
75839,Travis,7,1,13.92,No
75840,Collin,6,9,7.57,No
75840,Dallas,13,7,2.97,No
75840,Denton,8,0,20.34,Yes
75840,Harris,16,6,24.59,No
75840,Tarrant,10,3,9.89,No
75840,Travis,7,9,10.09,No
75841,Collin,6,3,7.62,No
75841,Dallas,6,8,16.66,No
75841,Denton,3,5,14.39,No
75841,Harris,4,1,16.12,Yes
75841,Tarrant,4,1,18.15,Yes
75841,Travis,8,1,19.95,Yes
75842,Collin,9,2,19.97,No
75842,Dallas,5,5,9.12,No
75842,Denton,12,7,23.9,No
75842,Harris,7,5,11.32,No
75842,Tarrant,8,4,12.61,No
75842,Travis,9,1,6.87,No
75843,Collin,3,3,14.56,No
75843,Dallas,5,4,8.2,No
75843,Denton,10,1,15.44,Yes
75843,Harris,7,1,9.83,No
75843,Tarrant,3,7,20.68,No
75843,Travis,9,7,10.82,No
75844,Collin,7,2,23.81,No
75844,Dallas,5,3,8.92,No
75844,Denton,6,7,12.45,No
75844,Harris,7,0,12.17,No
75844,Tarrant,8,4,6.02,No
75844,Travis,11,9,24.89,No
75845,Collin,7,7,11.92,No
75845,Dallas,7,8,1.31,No
75845,Denton,6,4,5.24,No
75845,Harris,4,3,17.76,No
75845,Tarrant,3,2,3.5,No
75845,Travis,7,7,24.74,No
75846,Collin,7,0,9.68,No
75846,Dallas,9,1,2.19,No
75846,Denton,7,7,9.05,No
75846,Harris,9,8,20.75,No
75846,Tarrant,11,8,9.88,No
75846,Travis,10,3,3.33,No
75847,Collin,6,0,5.79,No
75847,Dallas,11,3,9.79,No
75847,Denton,12,4,4.69,No
75847,Harris,12,1,14.13,No
75847,Tarrant,6,3,18.23,No
75847,Travis,5,5,1.54,No
75848,Collin,12,3,19.84,No
75848,Dallas,13,5,9.7,No
75848,Denton,16,2,22.0,No
75848,Harris,15,2,9.79,No
75848,Tarrant,8,4,9.29,No
75848,Travis,9,9,16.88,No
75849,Collin,8,5,7.45,No
75849,Dallas,7,9,10.72,No
75849,Denton,8,4,17.04,No
75849,Harris,10,2,9.77,No
75849,Tarrant,9,9,16.78,No
75849,Travis,3,9,22.26,No
75850,Collin,5,3,4.81,No
75850,Dallas,11,0,7.38,No
75850,Denton,8,8,17.14,No
75850,Harris,17,4,4.87,No
75850,Tarrant,9,0,17.35,Yes
75850,Travis,6,6,14.91,No
75851,Collin,11,1,3.47,No
75851,Dallas,9,0,12.11,No
75851,Denton,10,2,15.36,No
75851,Harris,6,2,2.17,No
75851,Tarrant,4,0,22.16,Yes
75851,Travis,17,0,16.89,Yes
75852,Collin,9,9,2.3,No
75852,Dallas,11,3,8.62,No
75852,Denton,9,7,11.31,No
75852,Harris,10,0,21.24,Yes
75852,Tarrant,9,2,18.93,No
75852,Travis,11,8,11.32,No
75853,Collin,13,3,4.67,No
75853,Dallas,8,0,17.67,Yes
75853,Denton,6,9,9.89,No
75853,Harris,10,5,13.86,No
75853,Tarrant,7,5,21.09,No
75853,Travis,9,9,10.92,No
75854,Collin,13,0,14.76,No
75854,Dallas,7,0,2.08,No
75854,Denton,10,7,2.95,No
75854,Harris,10,7,14.17,No
75854,Tarrant,6,9,24.64,No
75854,Travis,7,9,9.47,No
75855,Collin,7,6,6.8,No
75855,Dallas,13,7,10.73,No
75855,Denton,7,6,7.79,No
75855,Harris,13,0,22.73,Yes
75855,Tarrant,4,1,11.56,No
75855,Travis,9,3,5.28,No
75856,Collin,6,7,19.44,No
75856,Dallas,11,5,17.73,No
75856,Denton,10,2,14.39,No
75856,Harris,7,5,16.9,No
75856,Tarrant,11,3,18.08,No
75856,Travis,6,2,20.79,No
75857,Collin,6,9,11.26,No
75857,Dallas,11,1,12.79,No
75857,Denton,13,2,13.03,No
75857,Harris,9,2,19.17,No
75857,Tarrant,4,6,9.98,No
75857,Travis,4,6,20.11,No
75858,Collin,5,2,22.06,No
75858,Dallas,7,6,9.38,No
75858,Denton,9,2,18.01,No
75858,Harris,9,7,22.92,No
75858,Tarrant,5,2,7.78,No
75858,Travis,10,8,14.56,No
75859,Collin,4,7,17.43,No
75859,Dallas,4,0,7.08,No
75859,Denton,4,8,3.73,No
75859,Harris,6,2,9.85,No
75859,Tarrant,13,3,19.17,No
75859,Travis,8,6,15.15,No
75860,Collin,11,2,18.87,No
75860,Dallas,4,6,14.5,No
75860,Denton,8,1,6.05,No
75860,Harris,5,0,6.4,No
75860,Tarrant,7,3,23.9,No
75860,Travis,7,6,23.63,No
75861,Collin,6,1,10.9,No
75861,Dallas,4,8,6.2,No
75861,Denton,6,3,12.52,No
75861,Harris,4,7,5.83,No
75861,Tarrant,11,9,18.23,No
75861,Travis,8,8,10.16,No
75862,Collin,6,9,19.5,No
75862,Dallas,8,2,6.17,No
75862,Denton,10,5,5.15,No
75862,Harris,4,5,9.13,No
75862,Tarrant,3,2,22.76,No
75862,Travis,12,7,10.37,No
75863,Collin,8,9,22.09,No
75863,Dallas,11,5,3.67,No
75863,Denton,14,4,3.38,No
75863,Harris,12,5,13.71,No
75863,Tarrant,17,4,23.32,No
75863,Travis,9,7,9.59,No
75864,Collin,11,7,2.36,No
75864,Dallas,6,9,1.04,No
75864,Denton,12,6,22.29,No
75864,Harris,3,4,4.23,No
75864,Tarrant,3,6,4.5,No
75864,Travis,11,3,19.03,No
75865,Collin,12,5,8.81,No
75865,Dallas,6,0,22.99,Yes
75865,Denton,13,8,19.84,No
75865,Harris,8,4,1.69,No
75865,Tarrant,8,5,3.35,No
75865,Travis,5,9,18.15,No
75866,Collin,9,3,19.8,No
75866,Dallas,13,5,19.28,No
75866,Denton,4,9,6.42,No
75866,Harris,14,7,12.68,No
75866,Tarrant,9,1,24.0,Yes
75866,Travis,12,6,9.36,No
75867,Collin,4,7,18.8,No
75867,Dallas,8,9,5.52,No
75867,Denton,3,9,18.68,No
75867,Harris,9,3,6.36,No
75867,Tarrant,10,3,15.38,No
75867,Travis,10,0,7.82,No
75868,Collin,4,8,5.21,No
75868,Dallas,4,1,14.85,No
75868,Denton,3,4,15.78,No
75868,Harris,9,5,18.3,No
75868,Tarrant,7,3,16.67,No
75868,Travis,5,2,19.11,No
75869,Collin,4,6,8.32,No
75869,Dallas,7,0,24.5,Yes
75869,Denton,12,3,9.1,No
75869,Harris,5,1,12.56,No
75869,Tarrant,4,8,17.66,No
75869,Travis,10,1,10.06,No
75870,Collin,9,8,17.25,No
75870,Dallas,3,6,4.97,No
75870,Denton,10,0,5.91,No
75870,Harris,4,0,11.18,No
75870,Tarrant,9,3,3.91,No
75870,Travis,9,1,15.87,Yes
75871,Collin,7,4,22.8,No
75871,Dallas,7,4,3.14,No
75871,Denton,11,1,8.91,No
75871,Harris,9,5,21.18,No
75871,Tarrant,9,4,12.36,No
75871,Travis,8,1,11.79,No
75872,Collin,10,4,22.98,No
75872,Dallas,6,4,24.56,No
75872,Denton,10,5,22.48,No
75872,Harris,7,7,20.2,No
75872,Tarrant,8,2,24.05,No
75872,Travis,12,2,1.72,No
75873,Collin,10,5,24.49,No
75873,Dallas,4,3,14.59,No
75873,Denton,9,9,16.41,No
75873,Harris,11,3,11.08,No
75873,Tarrant,9,3,10.65,No
75873,Travis,6,3,16.99,No
75874,Collin,9,3,11.12,No
75874,Dallas,5,7,18.78,No
75874,Denton,7,1,18.15,Yes
75874,Harris,5,7,18.35,No
75874,Tarrant,10,0,6.68,No
75874,Travis,9,2,15.72,No
75875,Collin,8,8,14.72,No
75875,Dallas,11,8,20.96,No
75875,Denton,6,0,6.93,No
75875,Harris,12,5,14.27,No
75875,Tarrant,7,0,14.95,No
75875,Travis,12,3,17.13,No
75876,Collin,10,6,10.92,No
75876,Dallas,10,4,8.92,No
75876,Denton,8,7,6.09,No
75876,Harris,10,2,8.73,No
75876,Tarrant,8,4,9.61,No
75876,Travis,13,2,1.4,No
75877,Collin,5,9,14.43,No
75877,Dallas,4,7,1.79,No
75877,Denton,13,8,1.53,No
75877,Harris,9,4,5.06,No
75877,Tarrant,6,6,24.97,No
75877,Travis,10,4,19.67,No
75878,Collin,4,9,19.57,No
75878,Dallas,8,2,21.26,No
75878,Denton,10,9,23.66,No
75878,Harris,10,5,20.03,No
75878,Tarrant,15,4,16.3,No
75878,Travis,10,9,24.27,No
75879,Collin,7,5,13.64,No
75879,Dallas,14,0,8.68,No
75879,Denton,7,0,17.65,Yes
75879,Harris,5,6,10.34,No
75879,Tarrant,9,4,9.92,No
75879,Travis,7,0,20.29,Yes
75880,Collin,7,9,21.15,No
75880,Dallas,6,4,23.01,No
75880,Denton,6,8,18.53,No
75880,Harris,7,7,9.31,No
75880,Tarrant,7,6,6.11,No
75880,Travis,1,8,16.27,No
75881,Collin,8,1,13.55,No
75881,Dallas,2,3,3.16,No
75881,Denton,9,1,16.59,Yes
75881,Harris,7,0,5.92,No
75881,Tarrant,5,3,7.87,No
75881,Travis,9,3,1.24,No
75882,Collin,6,1,2.28,No
75882,Dallas,8,2,4.04,No
75882,Denton,5,1,23.86,Yes
75882,Harris,7,8,9.29,No
75882,Tarrant,5,3,15.64,No
75882,Travis,7,9,10.32,No
75883,Collin,3,1,7.92,No
75883,Dallas,9,8,12.76,No
75883,Denton,12,0,10.82,No
75883,Harris,8,4,20.98,No
75883,Tarrant,11,1,6.44,No
75883,Travis,13,1,12.76,No
75884,Collin,8,5,1.55,No
75884,Dallas,7,3,17.63,No
75884,Denton,9,6,13.55,No
75884,Harris,8,6,24.12,No
75884,Tarrant,12,6,21.3,No
75884,Travis,12,5,24.97,No
75885,Collin,9,8,5.37,No
75885,Dallas,10,3,3.07,No
75885,Denton,8,3,24.0,No
75885,Harris,3,6,3.47,No
75885,Tarrant,11,6,20.73,No
75885,Travis,5,0,11.43,No
75886,Collin,5,9,1.19,No
75886,Dallas,5,9,1.89,No
75886,Denton,9,1,18.03,Yes
75886,Harris,13,9,10.43,No
75886,Tarrant,7,7,9.5,No
75886,Travis,11,9,7.94,No
75887,Collin,5,5,4.85,No
75887,Dallas,9,5,10.77,No
75887,Denton,11,4,18.96,No
75887,Harris,5,5,1.51,No
75887,Tarrant,7,7,22.18,No
75887,Travis,4,3,12.01,No
75888,Collin,9,1,9.3,No
75888,Dallas,6,4,3.96,No
75888,Denton,7,1,22.79,Yes
75888,Harris,9,6,1.47,No
75888,Tarrant,5,9,16.67,No
75888,Travis,9,1,16.81,Yes
75889,Collin,3,4,5.51,No
75889,Dallas,9,7,15.14,No
75889,Denton,7,1,4.88,No
75889,Harris,8,9,8.79,No
75889,Tarrant,5,2,11.88,No
75889,Travis,8,2,20.28,No
75890,Collin,6,8,14.24,No
75890,Dallas,7,9,9.6,No
75890,Denton,9,6,1.87,No
75890,Harris,3,6,21.46,No
75890,Tarrant,6,4,12.52,No
75890,Travis,6,5,14.08,No
75891,Collin,4,7,13.35,No
75891,Dallas,7,5,16.51,No
75891,Denton,9,4,16.59,No
75891,Harris,6,0,13.02,No
75891,Tarrant,14,6,22.98,No
75891,Travis,5,6,24.74,No
75892,Collin,5,3,22.29,No
75892,Dallas,9,4,8.21,No
75892,Denton,9,1,10.26,No
75892,Harris,7,2,5.85,No
75892,Tarrant,3,0,18.2,Yes
75892,Travis,12,3,19.96,No
75893,Collin,10,4,19.0,No
75893,Dallas,8,5,20.08,No
75893,Denton,7,3,15.27,No
75893,Harris,9,6,16.67,No
75893,Tarrant,3,0,17.82,Yes
75893,Travis,8,3,12.99,No
75894,Collin,4,1,17.57,Yes
75894,Dallas,7,4,17.12,No
75894,Denton,6,1,6.85,No
75894,Harris,4,4,13.0,No
75894,Tarrant,6,0,10.09,No
75894,Travis,7,3,9.3,No
75895,Collin,10,5,7.24,No
75895,Dallas,9,0,2.65,No
75895,Denton,11,1,6.45,No
75895,Harris,9,3,19.7,No
75895,Tarrant,13,6,19.42,No
75895,Travis,9,9,19.66,No
75896,Collin,5,0,7.59,No
75896,Dallas,7,8,19.11,No
75896,Denton,12,6,9.62,No
75896,Harris,4,4,23.52,No
75896,Tarrant,1,6,14.36,No
75896,Travis,9,8,15.45,No
75897,Collin,13,7,15.64,No
75897,Dallas,10,4,3.66,No
75897,Denton,6,9,6.05,No
75897,Harris,9,1,10.03,No
75897,Tarrant,12,3,18.8,No
75897,Travis,6,0,13.62,No
75898,Collin,10,8,15.52,No
75898,Dallas,6,9,24.75,No
75898,Denton,12,5,8.14,No
75898,Harris,8,5,21.57,No
75898,Tarrant,7,9,9.62,No
75898,Travis,9,7,23.49,No
75899,Collin,5,8,1.17,No
75899,Dallas,6,8,12.45,No
75899,Denton,6,2,23.17,No
75899,Harris,6,8,17.9,No
75899,Tarrant,6,0,19.49,Yes
75899,Travis,13,5,10.1,No
75900,Collin,5,1,20.38,Yes
75900,Dallas,11,5,16.87,No
75900,Denton,10,9,23.58,No
75900,Harris,6,3,19.27,No
75900,Tarrant,7,1,21.1,Yes
75900,Travis,5,8,13.57,No
75901,Collin,5,9,23.53,No
75901,Dallas,8,2,5.27,No
75901,Denton,11,3,7.91,No
75901,Harris,8,2,11.68,No
75901,Tarrant,8,1,3.66,No
75901,Travis,8,9,2.23,No
75902,Collin,12,2,8.28,No
75902,Dallas,14,5,2.78,No
75902,Denton,5,3,12.06,No
75902,Harris,12,6,11.66,No
75902,Tarrant,9,1,17.65,Yes
75902,Travis,12,7,8.29,No
75903,Collin,10,4,3.12,No
75903,Dallas,11,5,11.33,No
75903,Denton,7,5,18.97,No
75903,Harris,5,6,14.22,No
75903,Tarrant,9,9,10.02,No
75903,Travis,9,3,8.09,No
75904,Collin,10,9,14.94,No
75904,Dallas,12,9,1.48,No
75904,Denton,12,8,13.34,No
75904,Harris,7,1,7.54,No
75904,Tarrant,10,0,1.97,No
75904,Travis,9,9,5.37,No
75905,Collin,8,7,10.39,No
75905,Dallas,10,7,22.65,No
75905,Denton,9,6,7.27,No
75905,Harris,12,9,9.2,No
75905,Tarrant,8,9,14.23,No
75905,Travis,10,1,17.88,Yes
75906,Collin,9,5,1.94,No
75906,Dallas,4,8,4.16,No
75906,Denton,7,2,7.33,No
75906,Harris,4,2,11.32,No
75906,Tarrant,8,3,19.61,No
75906,Travis,9,2,7.06,No
75907,Collin,4,6,9.93,No
75907,Dallas,5,9,24.76,No
75907,Denton,7,3,6.49,No
75907,Harris,7,5,20.69,No
75907,Tarrant,10,4,7.15,No
75907,Travis,5,2,20.92,No
75908,Collin,7,4,1.87,No
75908,Dallas,11,5,19.58,No
75908,Denton,13,9,4.95,No
75908,Harris,8,5,17.62,No
75908,Tarrant,10,1,19.2,Yes
75908,Travis,5,8,14.96,No
75909,Collin,11,2,3.29,No
75909,Dallas,11,2,2.27,No
75909,Denton,6,3,2.11,No
75909,Harris,7,9,15.7,No
75909,Tarrant,8,1,6.29,No
75909,Travis,13,2,12.57,No
75910,Collin,18,7,13.22,No
75910,Dallas,12,9,19.55,No
75910,Denton,7,3,12.6,No
75910,Harris,12,2,4.18,No
75910,Tarrant,10,8,6.04,No
75910,Travis,7,1,1.2,No
75911,Collin,12,0,4.8,No
75911,Dallas,11,2,14.74,No
75911,Denton,7,6,13.3,No
75911,Harris,11,9,22.8,No
75911,Tarrant,6,3,14.25,No
75911,Travis,9,4,23.44,No
75912,Collin,6,9,17.47,No
75912,Dallas,9,4,22.24,No
75912,Denton,7,1,17.03,Yes
75912,Harris,9,5,14.79,No
75912,Tarrant,10,5,13.52,No
75912,Travis,6,9,6.2,No
75913,Collin,12,7,22.04,No
75913,Dallas,8,6,12.18,No
75913,Denton,6,5,14.15,No
75913,Harris,6,4,24.76,No
75913,Tarrant,6,4,20.2,No
75913,Travis,5,4,17.27,No
75914,Collin,13,5,6.1,No
75914,Dallas,10,6,8.55,No
75914,Denton,9,7,21.59,No
75914,Harris,10,3,8.64,No
75914,Tarrant,6,1,14.25,No
75914,Travis,5,3,9.9,No
75915,Collin,12,3,24.08,No
75915,Dallas,11,2,11.79,No
75915,Denton,5,9,10.48,No
75915,Harris,12,6,24.65,No
75915,Tarrant,8,5,17.19,No
75915,Travis,7,8,22.46,No
75916,Collin,11,8,9.6,No
75916,Dallas,8,0,2.62,No
75916,Denton,15,4,24.39,No
75916,Harris,10,0,7.05,No
75916,Tarrant,9,4,7.22,No
75916,Travis,13,0,5.43,No
75917,Collin,13,8,10.19,No
75917,Dallas,9,5,18.29,No
75917,Denton,10,6,6.67,No
75917,Harris,6,6,9.84,No
75917,Tarrant,9,2,18.39,No
75917,Travis,10,4,20.73,No
75918,Collin,9,7,8.08,No
75918,Dallas,7,3,14.77,No
75918,Denton,5,6,12.11,No
75918,Harris,7,1,10.47,No
75918,Tarrant,9,3,12.05,No
75918,Travis,7,7,14.89,No
75919,Collin,3,9,6.93,No
75919,Dallas,2,6,13.69,No
75919,Denton,9,3,19.12,No
75919,Harris,6,5,20.48,No
75919,Tarrant,9,1,18.54,Yes
75919,Travis,11,8,13.6,No
75920,Collin,4,4,23.88,No
75920,Dallas,8,4,5.8,No
75920,Denton,10,0,5.3,No
75920,Harris,7,4,5.06,No
75920,Tarrant,8,4,21.4,No
75920,Travis,11,0,24.89,Yes
75921,Collin,4,4,6.8,No
75921,Dallas,8,1,5.98,No
